,roll,pitch,yaw
59,0.014701,-0.005741,0.4014073267949
60,0.012068,-0.0018,0.3623863267949
61,0.00949,-0.007395,0.3261553267949
62,0.007139,-0.01529,0.2905163267949
63,0.006668,-0.018738,0.2522383267949
64,0.008407,-0.016111,0.2178073267949
65,0.00794,-0.014883,0.1830543267949
66,0.010012,-0.018562,0.1448273267949
67,0.010707,-0.021973,0.1102183267949
68,0.009151,-0.02334,0.072162326794897
69,0.009972,-0.024804,0.037568326794897
70,0.009584,-0.031162,0.0030323267948966
71,0.008818,-0.041621,-0.035745673205103
72,0.008869,-0.050446,-0.070972673205103
73,0.007313,-0.054492,-0.1064776732051
74,0.005503,-0.051954,-0.1455846732051
75,0.001854,-0.047686,-0.1810286732051
76,-0.001798,-0.046745,-0.2208776732051
77,-0.007545,-0.047303,-0.2573076732051
78,-0.012136,-0.048028,-0.2939566732051
79,-0.014343,-0.046691,-0.3341086732051
80,-0.014394,-0.046699,-0.3704146732051
81,-0.013126,-0.046606,-0.4060506732051
82,-0.010161,-0.046625,-0.4443866732051
83,-0.002162,-0.046377,-0.4784116732051
84,0.002356,-0.050595,-0.5144356732051
85,0.003517,-0.056289,-0.5460656732051
86,0.010717,-0.060271,-0.5747966732051
87,0.014305,-0.059618,-0.6021226732051
88,0.015671,-0.055653,-0.6238926732051
89,0.016311,-0.052189,-0.6424506732051
90,0.018787,-0.055121,-0.6600626732051
91,0.021708,-0.060386,-0.6745106732051
92,0.026161,-0.063824,-0.6863996732051
93,0.03272,-0.067325,-0.6964076732051
94,0.036351,-0.071819,-0.7022986732051
95,0.038285,-0.076855,-0.7061376732051
96,0.040734,-0.080449,-0.7093146732051
97,0.041236,-0.083794,-0.7120716732051
98,0.042255,-0.086445,-0.7147256732051
99,0.043358,-0.090288,-0.7167786732051
100,0.046115,-0.091699,-0.7189866732051
101,0.046433,-0.090632,-0.7211336732051
102,0.045358,-0.089411,-0.7234266732051
103,0.045985,-0.090813,-0.7254286732051
104,0.044768,-0.092885,-0.7280596732051
105,0.043533,-0.095399,-0.7305976732051
106,0.041238,-0.099207,-0.7332616732051
107,0.038103,-0.103719,-0.7353016732051
108,0.035985,-0.106532,-0.7376476732051
109,0.03408,-0.105021,-0.7403326732051
110,0.030855,-0.101012,-0.7429546732051
111,0.030768,-0.099322,-0.7454346732051
112,0.030546,-0.099653,-0.7474496732051
113,0.031948,-0.102177,-0.7489206732051
114,0.032552,-0.104889,-0.7496546732051
115,0.031663,-0.106218,-0.7500666732051
116,0.02843,-0.104854,-0.7496266732051
117,0.024444,-0.105029,-0.7495386732051
118,0.020855,-0.106303,-0.7493546732051
119,0.016931,-0.107156,-0.7493926732051
120,0.013187,-0.106551,-0.7495916732051
121,0.013062,-0.101817,-0.7499346732051
122,0.015889,-0.093183,-0.7503866732051
123,0.020915,-0.085594,-0.7506446732051
124,0.029466,-0.087126,-0.7504656732051
125,0.035893,-0.092727,-0.7497496732051
126,0.039156,-0.097858,-0.7493056732051
127,0.040337,-0.10157,-0.7487926732051
128,0.037379,-0.100769,-0.7485436732051
129,0.03528,-0.096076,-0.7480096732051
130,0.033745,-0.093208,-0.7476306732051
131,0.032331,-0.094331,-0.7474256732051
132,0.032569,-0.098649,-0.7473646732051
133,0.032913,-0.102605,-0.7467696732051
134,0.032965,-0.101577,-0.7463846732051
135,0.034064,-0.093439,-0.7457206732051
136,0.033789,-0.092684,-0.7458756732051
137,0.031698,-0.09597,-0.7457006732051
138,0.031212,-0.099271,-0.7454946732051
139,0.030292,-0.098776,-0.7453026732051
140,0.02947,-0.095664,-0.7447396732051
141,0.030236,-0.094264,-0.7438196732051
142,0.031774,-0.094356,-0.7423796732051
143,0.034466,-0.094537,-0.7414326732051
144,0.034169,-0.094165,-0.7401476732051
145,0.035391,-0.094828,-0.7389066732051
146,0.035624,-0.092319,-0.7378406732051
147,0.034251,-0.091858,-0.7366376732051
148,0.03524,-0.091346,-0.7354236732051
149,0.033601,-0.091984,-0.7337906732051
150,0.033935,-0.095094,-0.7322286732051
151,0.032232,-0.095116,-0.7309716732051
152,0.027888,-0.09288,-0.7301616732051
153,0.025537,-0.094204,-0.7298586732051
154,0.023055,-0.094658,-0.7299356732051
155,0.020041,-0.091738,-0.7308316732051
156,0.017966,-0.090508,-0.7319086732051
157,0.016313,-0.090053,-0.7330656732051
158,0.016043,-0.089945,-0.7348856732051
159,0.016447,-0.088682,-0.7370886732051
160,0.012911,-0.084001,-0.7401266732051
161,0.012602,-0.083673,-0.7440836732051
162,0.006997,-0.089036,-0.7491756732051
163,0.008454,-0.094413,-0.7569306732051
164,0.010918,-0.091359,-0.7658946732051
165,0.010306,-0.085963,-0.7765466732051
166,0.013321,-0.087562,-0.7903166732051
167,0.01523,-0.087998,-0.8044356732051
168,0.01588,-0.085678,-0.8202836732051
169,0.0211,-0.086508,-0.8356096732051
170,0.021478,-0.089821,-0.8508836732051
171,0.0221,-0.094539,-0.8677506732051
172,0.01903,-0.093645,-0.8836916732051
173,0.013556,-0.088648,-0.8995886732051
174,0.009423,-0.085427,-0.9169396732051
175,0.008067,-0.087417,-0.9324366732051
176,0.008337,-0.090078,-0.9487716732051
177,0.009988,-0.09164,-0.9631446732051
178,0.012319,-0.091636,-0.9778826732051
179,0.012174,-0.089562,-0.9939506732051
180,0.012241,-0.088495,-1.0090166732051
181,0.010956,-0.09022,-1.0244836732051
182,0.012528,-0.09333,-1.0417126732051
183,0.013544,-0.094593,-1.0575236732051
184,0.016519,-0.096682,-1.0730546732051
185,0.017006,-0.100656,-1.0907326732051
186,0.018039,-0.103886,-1.1072126732051
187,0.017133,-0.101763,-1.1255826732051
188,0.014522,-0.099329,-1.1431526732051
189,0.014312,-0.099709,-1.1610416732051
190,0.013397,-0.10058,-1.1807946732051
191,0.013022,-0.100435,-1.1988346732051
192,0.011897,-0.101174,-1.2168626732051
193,0.011818,-0.101909,-1.2367736732051
194,0.011651,-0.100144,-1.2548186732051
195,0.011743,-0.096174,-1.2747706732051
196,0.012911,-0.09411,-1.2928986732051
197,0.012769,-0.093786,-1.3111716732051
198,0.011577,-0.097324,-1.3315416732051
199,0.010019,-0.100624,-1.3509396732051
200,0.008234,-0.098533,-1.3713256732051
201,0.004912,-0.093172,-1.3944886732051
202,0.003737,-0.091994,-1.4170896732051
203,0.002876,-0.092684,-1.4410866732051
204,-0.000431,-0.091919,-1.4682196732051
205,-0.000288,-0.091329,-1.4927166732051
206,0.002348,-0.093623,-1.5195006732051
207,0.006269,-0.092588,-1.5434066732051
208,0.010241,-0.090096,-1.5669546732051
209,0.012343,-0.092484,-1.5932779803847
210,0.013268,-0.096363,-1.6171139803847
211,0.015759,-0.096843,-1.6404799803847
212,0.017886,-0.092682,-1.6645549803847
213,0.019522,-0.094146,-1.6848849803847
214,0.023909,-0.09762,-1.7059679803847
215,0.022902,-0.0983,-1.7244339803847
216,0.021063,-0.098171,-1.7419189803847
217,0.020425,-0.096969,-1.7596709803847
218,0.020489,-0.09684,-1.7747049803847
219,0.019389,-0.096022,-1.7892569803847
220,0.016797,-0.091696,-1.8043519803847
221,0.015125,-0.087574,-1.8172149803847
222,0.017561,-0.084992,-1.8287239803847
223,0.022322,-0.085785,-1.8385759803847
224,0.02799,-0.08766,-1.8451819803847
225,0.032235,-0.090106,-1.8504399803847
226,0.030142,-0.08937,-1.8559819803847
227,0.024247,-0.085205,-1.8608869803847
228,0.018626,-0.082336,-1.8663919803847
229,0.012016,-0.084461,-1.8710959803847
230,0.009038,-0.086578,-1.8749149803847
231,0.008746,-0.089393,-1.8776109803847
232,0.008393,-0.090916,-1.8785759803847
233,0.011104,-0.092204,-1.8784429803847
234,0.012339,-0.094609,-1.8773149803847
235,0.011751,-0.096333,-1.8761659803847
236,0.013055,-0.095824,-1.8743519803847
237,0.013413,-0.095806,-1.8718019803847
238,0.011734,-0.096501,-1.8679779803847
239,0.010627,-0.093947,-1.8628159803847
240,0.008668,-0.090624,-1.8568649803847
241,0.007006,-0.088681,-1.8499159803847
242,0.008936,-0.087514,-1.8415209803847
243,0.008627,-0.088641,-1.8326039803847
244,0.009556,-0.089421,-1.8228399803847
245,0.011526,-0.090185,-1.8109469803847
246,0.011887,-0.091057,-1.7987569803847
247,0.012709,-0.092959,-1.7836059803847
248,0.013789,-0.09252,-1.7693469803847
249,0.013056,-0.090558,-1.7550969803847
250,0.014507,-0.090344,-1.7391829803847
251,0.01646,-0.090224,-1.7245909803847
252,0.018212,-0.088097,-1.7094229803847
253,0.020772,-0.084994,-1.6924399803847
254,0.023932,-0.083422,-1.6766179803847
255,0.027068,-0.082436,-1.6595769803847
256,0.030063,-0.08148,-1.6388929803847
257,0.032987,-0.080751,-1.6195249803847
258,0.034569,-0.080339,-1.5981839803847
259,0.035896,-0.080559,-1.5784629803847
260,0.037289,-0.080556,-1.5578796732051
261,0.038855,-0.078975,-1.5339126732051
262,0.040638,-0.077307,-1.5105386732051
263,0.042192,-0.078591,-1.4858576732051
264,0.042928,-0.08117,-1.4583696732051
265,0.042175,-0.082043,-1.4332726732051
266,0.041446,-0.081628,-1.4044646732051
267,0.039418,-0.081773,-1.3777316732051
268,0.037213,-0.083026,-1.3509716732051
269,0.03425,-0.083964,-1.3218546732051
270,0.032724,-0.084029,-1.2952966732051
271,0.032453,-0.083012,-1.2679756732051
272,0.031674,-0.08308,-1.2363926732051
273,0.033063,-0.085035,-1.2069386732051
274,0.032774,-0.08575,-1.1734096732051
275,0.030708,-0.084735,-1.1428786732051
276,0.028988,-0.082599,-1.1119546732051
277,0.028722,-0.083066,-1.0768256732051
278,0.028578,-0.085359,-1.0438436732051
279,0.029461,-0.086446,-1.0105076732051
280,0.030731,-0.086503,-0.9740826732051
281,0.029931,-0.08596,-0.9406006732051
282,0.030866,-0.084647,-0.9033026732051
283,0.029845,-0.082727,-0.8690026732051
284,0.029979,-0.08156,-0.8344616732051
285,0.030078,-0.081056,-0.7963046732051
286,0.029736,-0.081249,-0.7614496732051
287,0.029747,-0.081432,-0.7266526732051
288,0.027734,-0.082385,-0.6888596732051
289,0.026344,-0.082847,-0.6553416732051
290,0.024421,-0.0823,-0.6195566732051
291,0.022361,-0.082923,-0.5874196732051
292,0.022407,-0.083618,-0.5554326732051
293,0.02275,-0.082219,-0.5210376732051
294,0.023235,-0.081424,-0.4905826732051
295,0.023701,-0.082275,-0.4609296732051
296,0.025011,-0.083286,-0.4285836732051
297,0.0264,-0.083674,-0.3989286732051
298,0.028384,-0.083613,-0.3659636732051
299,0.029502,-0.083576,-0.3359056732051
300,0.031909,-0.08469,-0.3059656732051
301,0.031772,-0.085575,-0.2737026732051
302,0.031855,-0.085111,-0.2445546732051
303,0.031288,-0.085373,-0.2152086732051
304,0.031792,-0.088562,-0.1821686732051
305,0.032535,-0.09168,-0.1519106732051
306,0.032933,-0.092834,-0.1190056732051
307,0.033175,-0.091641,-0.089374673205103
308,0.03207,-0.09063,-0.060718673205103
309,0.029652,-0.09101,-0.031250673205103
310,0.027998,-0.091885,-0.0064466732051034
311,0.026641,-0.091257,0.016983326794897
312,0.02579,-0.089087,0.041634326794897
313,0.026344,-0.087174,0.062902326794897
314,0.026716,-0.086086,0.085237326794897
315,0.027998,-0.08589,0.1049593267949
316,0.027441,-0.08662,0.1246873267949
317,0.027566,-0.086665,0.1467783267949
318,0.026633,-0.084772,0.1670463267949
319,0.026634,-0.081937,0.1868123267949
320,0.026228,-0.081106,0.2087413267949
321,0.027555,-0.083051,0.2284033267949
322,0.027567,-0.084675,0.2471463267949
323,0.026574,-0.083901,0.2666383267949
324,0.026479,-0.082002,0.2838503267949
325,0.027802,-0.080419,0.3025213267949
326,0.027855,-0.081258,0.3187793267949
327,0.030742,-0.083194,0.3339953267949
328,0.03229,-0.082921,0.3500733267949
329,0.034148,-0.081211,0.3638003267949
330,0.034975,-0.082473,0.3762263267949
331,0.035774,-0.081819,0.3875223267949
332,0.035024,-0.080255,0.3949773267949
333,0.035412,-0.078626,0.4010803267949
334,0.035372,-0.077834,0.4060783267949
335,0.036636,-0.078031,0.4108373267949
336,0.037428,-0.07573,0.4155463267949
337,0.03894,-0.074753,0.4197163267949
338,0.040323,-0.075129,0.4242023267949
339,0.041038,-0.075009,0.4288703267949
340,0.040021,-0.074481,0.4330643267949
341,0.040256,-0.074248,0.4373233267949
342,0.039617,-0.074145,0.4414953267949
343,0.037926,-0.07403,0.4441823267949
344,0.035379,-0.07357,0.4460083267949
345,0.034816,-0.073389,0.4470183267949
346,0.033498,-0.074493,0.4481733267949
347,0.032074,-0.076244,0.4495033267949
348,0.0313,-0.077938,0.4502323267949
349,0.029295,-0.077807,0.4501533267949
350,0.028143,-0.076908,0.4506093267949
351,0.029351,-0.075779,0.4509623267949
352,0.031961,-0.074193,0.4512753267949
353,0.033885,-0.073166,0.4515683267949
354,0.035721,-0.074647,0.4519923267949
355,0.037337,-0.076962,0.4524743267949
356,0.037535,-0.077261,0.4527333267949
357,0.036746,-0.075409,0.4528803267949
358,0.036568,-0.073507,0.4530703267949
359,0.036288,-0.07234,0.4530833267949
360,0.036292,-0.072628,0.4531683267949
361,0.036385,-0.073145,0.4532943267949
362,0.036092,-0.073341,0.4534323267949
363,0.0354,-0.074283,0.4536263267949
364,0.033981,-0.074632,0.4538463267949
365,0.033023,-0.070326,0.4539883267949
366,0.03305,-0.064284,0.4543343267949
367,0.032875,-0.062287,0.4546863267949
368,0.032389,-0.062994,0.4551483267949
369,0.032078,-0.063423,0.4557273267949
370,0.031173,-0.061044,0.4566333267949
371,0.031671,-0.05853,0.4581213267949
372,0.032436,-0.05833,0.4600333267949
373,0.033129,-0.059009,0.4620253267949
374,0.032411,-0.058925,0.4650643267949
375,0.032013,-0.057587,0.4681493267949
376,0.031332,-0.055391,0.4711353267949
377,0.031582,-0.052106,0.4743153267949
378,0.032711,-0.049829,0.4773463267949
379,0.033726,-0.049906,0.4804413267949
380,0.034504,-0.050516,0.4838603267949
381,0.034022,-0.052001,0.4868333267949
382,0.033543,-0.052202,0.4892553267949
383,0.032148,-0.050566,0.4912403267949
384,0.031622,-0.052406,0.4921623267949
385,0.032702,-0.057665,0.4923493267949
386,0.029975,-0.062522,0.4922503267949
387,0.027546,-0.063494,0.4905083267949
388,0.023581,-0.063367,0.4863623267949
389,0.018313,-0.06436,0.4802583267949
390,0.015344,-0.064486,0.4724713267949
391,0.014062,-0.064811,0.4625383267949
392,0.013311,-0.064414,0.4523033267949
393,0.013302,-0.063288,0.4396543267949
394,0.015623,-0.062542,0.4267033267949
395,0.014706,-0.0618,0.4128813267949
396,0.014382,-0.061121,0.3963543267949
397,0.012479,-0.061196,0.3799283267949
398,0.011,-0.064396,0.3616023267949
399,0.010049,-0.066066,0.3396183267949
400,0.008735,-0.06658,0.3185793267949
401,0.007736,-0.065688,0.2936323267949
402,0.005696,-0.06413,0.2704103267949
403,0.00362,-0.063231,0.2460413267949
404,0.002023,-0.064149,0.2184273267949
405,0.001047,-0.065877,0.1923073267949
406,-0.000262,-0.066892,0.1647713267949
407,-0.002125,-0.067616,0.1329723267949
408,-0.002952,-0.067184,0.1023523267949
409,-0.003906,-0.066442,0.067110326794897
410,-0.003482,-0.0653,0.034303326794897
411,-0.003789,-0.065126,0.0010323267948966
412,-0.003664,-0.066204,-0.035638673205103
413,-0.003875,-0.068406,-0.069031673205103
414,-0.003437,-0.068577,-0.1025766732051
415,-0.002871,-0.067117,-0.1395106732051
416,-0.00176,-0.065973,-0.1728706732051
417,-0.002295,-0.067232,-0.2097846732051
418,-0.000763,-0.069858,-0.2438146732051
419,0.000312,-0.072666,-0.2778906732051
420,0.001565,-0.073166,-0.3151356732051
421,0.000176,-0.070903,-0.3492756732051
422,0.001139,-0.068418,-0.3837506732051
423,0.000792,-0.067621,-0.4213236732051
424,0.001892,-0.06885,-0.4558816732051
425,0.000283,-0.073785,-0.4932666732051
426,0.000132,-0.07782,-0.5271306732051
427,-2.6e-05,-0.079138,-0.5608976732051
428,-0.001035,-0.076352,-0.5985426732051
429,-0.001005,-0.071547,-0.6328306732051
430,-0.002084,-0.068739,-0.6671916732051
431,-0.00065,-0.071627,-0.7059486732051
432,0.001477,-0.074964,-0.7412706732051
433,0.000555,-0.075445,-0.7803056732051
434,-0.001017,-0.072977,-0.8157246732051
435,-0.001073,-0.071013,-0.8513316732051
436,-0.002155,-0.068884,-0.8902506732051
437,-0.001123,-0.066814,-0.9254586732051
438,-0.000555,-0.064165,-0.9606436732051
439,0.000647,-0.061833,-0.9996916732051
440,0.000325,-0.061175,-1.0351546732051
441,-0.000126,-0.062039,-1.0707436732051
442,0.002017,-0.062599,-1.1095196732051
443,0.002,-0.061925,-1.1447246732051
444,0.001484,-0.061447,-1.1844646732051
445,0.0013,-0.063527,-1.2213946732051
446,-0.000579,-0.065794,-1.2586236732051
447,-0.001607,-0.066341,-1.2997346732051
448,-0.001558,-0.066384,-1.3369046732051
449,-0.003405,-0.066878,-1.3744076732051
450,-0.002419,-0.067989,-1.4155076732051
451,-0.003539,-0.068913,-1.4529116732051
452,-0.003708,-0.070458,-1.4944286732051
453,-0.002009,-0.070171,-1.5315806732051
454,-0.000684,-0.068276,-1.5687616732051
455,0.001956,-0.066737,-1.6100929803847
456,0.004207,-0.06673,-1.6473379803847
457,0.00378,-0.064675,-1.6844039803847
458,0.008427,-0.059807,-1.7245389803847
459,0.008104,-0.055922,-1.7590099803847
460,0.00585,-0.054226,-1.7930189803847
461,0.012561,-0.056928,-1.8303319803847
462,0.010132,-0.06249,-1.8616919803847
463,0.010838,-0.066735,-1.8916239803847
464,0.015314,-0.065049,-1.9165179803847
465,0.020442,-0.062483,-1.9392969803847
466,0.023894,-0.060064,-1.9602019803847
467,0.026402,-0.059127,-1.9755339803847
468,0.029024,-0.059536,-1.9895239803847
469,0.029576,-0.060376,-1.9978939803847
470,0.030412,-0.060587,-2.0060779803847
471,0.030423,-0.059973,-2.0138469803847
472,0.030775,-0.05902,-2.0227189803847
473,0.030828,-0.059523,-2.0304899803847
474,0.0319,-0.059718,-2.0385679803847
475,0.032581,-0.05933,-2.0474099803847
476,0.032152,-0.058558,-2.0554099803847
477,0.032911,-0.057067,-2.0640279803847
478,0.032989,-0.056307,-2.0711409803847
479,0.034941,-0.056209,-2.0767339803847
480,0.037187,-0.056032,-2.0808339803847
481,0.040074,-0.054174,-2.0829499803847
482,0.04245,-0.052448,-2.0834359803847
483,0.044862,-0.051978,-2.0824679803847
484,0.04905,-0.052239,-2.0797209803847
485,0.051994,-0.053651,-2.0752019803847
486,0.052166,-0.056285,-2.0672459803847
487,0.052747,-0.057552,-2.0572829803847
488,0.052063,-0.055742,-2.0452189803847
489,0.050931,-0.051726,-2.0301389803847
490,0.048696,-0.051426,-2.0139649803847
491,0.048407,-0.053254,-1.9923399803847
492,0.05148,-0.053735,-1.9688339803847
493,0.05062,-0.053765,-1.9424979803847
494,0.050165,-0.054132,-1.9099329803847
495,0.051697,-0.056435,-1.8755939803847
496,0.05065,-0.058475,-1.8365709803847
497,0.050032,-0.058105,-1.7879439803847
498,0.046278,-0.056968,-1.7390369803847
499,0.03999,-0.055079,-1.6875829803847
500,0.032014,-0.052379,-1.6277549803847
501,0.024405,-0.048458,-1.5711229803847
502,0.016646,-0.043981,-1.5124766732051
503,0.009282,-0.038099,-1.4461646732051
504,0.004177,-0.032526,-1.3853436732051
505,-0.001884,-0.028097,-1.3240756732051
506,-0.004399,-0.026332,-1.2562166732051
507,-0.005846,-0.02706,-1.1935146732051
508,-0.00902,-0.02827,-1.1235936732051
509,-0.010584,-0.025955,-1.0603136732051
510,-0.011412,-0.019835,-0.9975376732051
511,-0.014559,-0.008571,-0.9313756732051
512,-0.012597,0.001394,-0.8743416732051
513,-0.009456,0.007661,-0.8203746732051
514,-0.006715,0.006893,-0.7642946732051
515,-0.005119,-0.000386,-0.7162006732051
516,-0.003284,-0.011108,-0.6678956732051
517,-0.00123,-0.019092,-0.6288376732051
518,0.000344,-0.022359,-0.5928076732051
519,0.000582,-0.022139,-0.5547766732051
520,0.002079,-0.023448,-0.5208366732051
521,0.002285,-0.026234,-0.4852256732051
522,0.000294,-0.02874,-0.4545556732051
523,-0.000797,-0.029711,-0.4250016732051
524,-0.003126,-0.030446,-0.3919656732051
525,-0.004974,-0.031231,-0.3617526732051
526,-0.005818,-0.032017,-0.3288036732051
527,-0.006094,-0.032317,-0.2993986732051
528,-0.007703,-0.032658,-0.2706546732051
529,-0.010375,-0.03296,-0.2388246732051
530,-0.007926,-0.031923,-0.2082776732051
531,-0.006421,-0.030963,-0.1752866732051
532,-0.005418,-0.032627,-0.1380116732051
533,-0.004055,-0.035721,-0.1025236732051
534,-0.002973,-0.037807,-0.061321673205103
535,-0.004256,-0.038574,-0.023419673205103
536,-0.004078,-0.038219,0.014122326794897
537,-0.006311,-0.037961,0.055815326794897
538,-0.006523,-0.03863,0.093603326794897
539,-0.006589,-0.04007,0.1306943267949
540,-0.008468,-0.041465,0.1692253267949
541,-0.010255,-0.042858,0.2018793267949
542,-0.012397,-0.044012,0.2345623267949
543,-0.014419,-0.046246,0.2609143267949
544,-0.016145,-0.049558,0.2843923267949
545,-0.017016,-0.052875,0.3079773267949
546,-0.016565,-0.05317,0.3282893267949
547,-0.013119,-0.050544,0.3505283267949
548,-0.011296,-0.048085,0.3706733267949
549,-0.007946,-0.04817,0.3909413267949
550,-0.005462,-0.048742,0.4132013267949
551,-0.00455,-0.049433,0.4335363267949
552,-0.003332,-0.049655,0.4535483267949
553,-0.001341,-0.049977,0.4761443267949
554,0.000193,-0.049161,0.4967143267949
555,0.001991,-0.047375,0.5195393267949
556,0.003108,-0.045759,0.5402803267949
557,0.005907,-0.045453,0.5617703267949
558,0.007872,-0.046105,0.5875923267949
559,0.009967,-0.046485,0.6130643267949
560,0.010852,-0.045888,0.6395473267949
561,0.01097,-0.044481,0.6695553267949
562,0.011851,-0.043455,0.6974343267949
563,0.011703,-0.04345,0.7257113267949
564,0.012614,-0.042736,0.7568273267949
565,0.015067,-0.041995,0.7851823267949
566,0.018732,-0.04212,0.8163593267949
567,0.021063,-0.043309,0.8445563267949
568,0.022522,-0.044849,0.8712943267949
569,0.023233,-0.046688,0.8979263267949
570,0.023188,-0.046737,0.9188143267949
571,0.022046,-0.044743,0.9369913267949
572,0.019403,-0.044872,0.9536903267949
573,0.019786,-0.047865,0.9656103267949
574,0.015576,-0.052072,0.9763743267949
575,0.014236,-0.051111,0.9835363267949
576,0.014799,-0.049681,0.9888213267949
577,0.015399,-0.049505,0.9933973267949
578,0.0168,-0.051358,0.9971873267949
579,0.018362,-0.053606,1.0006863267949
580,0.019635,-0.054106,1.0039123267949
581,0.020222,-0.053316,1.0064383267949
582,0.020108,-0.051675,1.0091343267949
583,0.020435,-0.050887,1.0115653267949
584,0.020765,-0.050962,1.0140323267949
585,0.021587,-0.052506,1.0167863267949
586,0.022392,-0.053039,1.0193323267949
587,0.023274,-0.053785,1.0216773267949
588,0.023698,-0.054291,1.0236323267949
589,0.024398,-0.05418,1.0251953267949
590,0.0256,-0.053208,1.0266663267949
591,0.026878,-0.051801,1.0279513267949
592,0.028486,-0.050987,1.0290963267949
593,0.029711,-0.050947,1.0308303267949
594,0.029641,-0.051661,1.0326733267949
595,0.029132,-0.052528,1.0346213267949
596,0.027006,-0.053073,1.0362783267949
597,0.02537,-0.053342,1.0378693267949
598,0.024839,-0.053801,1.0397603267949
599,0.026952,-0.053898,1.0425613267949
600,0.028407,-0.053882,1.0460943267949
601,0.032697,-0.054423,1.0499453267949
602,0.033786,-0.056332,1.0538713267949
603,0.034762,-0.060718,1.0575743267949
604,0.035626,-0.063593,1.0615403267949
605,0.03477,-0.061891,1.0649563267949
606,0.034357,-0.059551,1.0686713267949
607,0.032485,-0.057974,1.0724373267949
608,0.030608,-0.055033,1.0757963267949
609,0.028672,-0.05245,1.0794963267949
610,0.028683,-0.052291,1.0825723267949
611,0.026681,-0.054359,1.0858483267949
612,0.024312,-0.056674,1.0893043267949
613,0.021417,-0.058538,1.0921833267949
614,0.019413,-0.060126,1.0946073267949
615,0.01378,-0.060571,1.0970993267949
616,0.011341,-0.061617,1.0984923267949
617,0.011089,-0.063394,1.0993493267949
618,0.009385,-0.06781,1.0998093267949
619,0.014825,-0.068866,1.1008793267949
620,0.021617,-0.069257,1.1016223267949
621,0.024912,-0.068551,1.1014563267949
622,0.023554,-0.068861,1.1013143267949
623,0.019464,-0.070478,1.1005163267949
624,0.014032,-0.072045,1.0992673267949
625,0.009912,-0.071737,1.0972823267949
626,0.008104,-0.070882,1.0955683267949
627,0.008678,-0.071737,1.0938103267949
628,0.011529,-0.072659,1.0920223267949
629,0.012113,-0.072643,1.0904873267949
630,0.012671,-0.071293,1.0887583267949
631,0.011596,-0.069395,1.0870773267949
632,0.009365,-0.069421,1.0853233267949
633,0.008345,-0.071312,1.0836493267949
634,0.006352,-0.074383,1.0820393267949
635,0.006692,-0.077209,1.0810743267949
636,0.007685,-0.077217,1.0804873267949
637,0.007802,-0.074699,1.0799253267949
638,0.009452,-0.072995,1.0792723267949
639,0.010435,-0.072293,1.0787033267949
640,0.010547,-0.072833,1.0782803267949
641,0.012083,-0.076266,1.0778733267949
